Game #,Round,Away ID,Away Num,Away Abbr,Away Team,Home ID,Home Num,Home Abbr,Home Team,Matchup
778,56,846,26,NBK,"North Bay Knights",841,14,ITA,"Italy EBC","NBK @ ITA"
779,56,856,24,TEG,"Tegucigalpa Ticklepuss",842,39,MHA,"Maryhill Alumni","TEG @ MHA"
780,56,858,15,VHV,"Valhalla Vikings",843,54,KAR,"Karolina Kaos","VHV @ KAR"
781,56,850,19,RIC,"Richfield Oracles",857,29,TBP,"Thunder Bay Pike","RIC @ TBP"
782,56,855,28,TAI,"Taipei Typhoons",852,60,SHS,"South Hills Shindigaz","TAI @ SHS"
783,56,853,20,SVF,"Sugar Valley Firebirds",854,21,SUM,"Sumter Trash","SVF @ SUM"
784,56,851,66,ROC,"Rockford Villains",859,63,WDY,"Woodlynne Rats","ROC @ WDY"
785,57,833,49,BAY,"Baytown Thunder",831,2,AUT,"Autobahn","BAY @ AUT"
786,57,834,58,BFC,"Betty Ford Clinic",832,65,BAR,"Barrie Dolts","BFC @ BAR"
787,57,845,12,MGG,"Minnesota Golden Gophers",835,67,DHG,"Devil Hill Goblins","MGG @ DHG"
788,57,844,13,MHT,"Minhattrick Swayzes",836,18,ETI,"Easter Island Stoneheads","MHT @ ETI"
789,57,847,51,OCW,"Orange County Weststars",837,25,GRH,"Grand River Herons","OCW @ GRH"
790,57,848,17,PIT,"Pitt Intramurals",838,37,HAM,"Hamilton Mustangs","PIT @ HAM"
791,57,846,26,NBK,"North Bay Knights",839,9,HIG,"Highland Wolf","NBK @ HIG"
792,57,856,24,TEG,"Tegucigalpa Ticklepuss",840,50,ING,"Inglewood Monstars","TEG @ ING"
793,57,858,15,VHV,"Valhalla Vikings",841,14,ITA,"Italy EBC","VHV @ ITA"
794,57,857,29,TBP,"Thunder Bay Pike",842,39,MHA,"Maryhill Alumni","TBP @ MHA"
795,57,855,28,TAI,"Taipei Typhoons",843,54,KAR,"Karolina Kaos","TAI @ KAR"
796,57,849,30,PRO,"Providence Sea Bass",853,20,SVF,"Sugar Valley Firebirds","PRO @ SVF"
797,57,854,21,SUM,"Sumter Trash",850,19,RIC,"Richfield Oracles","SUM @ RIC"
798,57,852,60,SHS,"South Hills Shindigaz",859,63,WDY,"Woodlynne Rats","SHS @ WDY"
799,58,831,2,AUT,"Autobahn",832,65,BAR,"Barrie Dolts","AUT @ BAR"
800,58,845,12,MGG,"Minnesota Golden Gophers",833,49,BAY,"Baytown Thunder","MGG @ BAY"
801,58,844,13,MHT,"Minhattrick Swayzes",834,58,BFC,"Betty Ford Clinic","MHT @ BFC"
802,58,847,51,OCW,"Orange County Weststars",835,67,DHG,"Devil Hill Goblins","OCW @ DHG"
803,58,848,17,PIT,"Pitt Intramurals",836,18,ETI,"Easter Island Stoneheads","PIT @ ETI"
804,58,846,26,NBK,"North Bay Knights",837,25,GRH,"Grand River Herons","NBK @ GRH"
805,58,856,24,TEG,"Tegucigalpa Ticklepuss",838,37,HAM,"Hamilton Mustangs","TEG @ HAM"
806,58,858,15,VHV,"Valhalla Vikings",839,9,HIG,"Highland Wolf","VHV @ HIG"
807,58,857,29,TBP,"Thunder Bay Pike",840,50,ING,"Inglewood Monstars","TBP @ ING"
808,58,855,28,TAI,"Taipei Typhoons",841,14,ITA,"Italy EBC","TAI @ ITA"
809,58,854,21,SUM,"Sumter Trash",842,39,MHA,"Maryhill Alumni","SUM @ MHA"
810,58,853,20,SVF,"Sugar Valley Firebirds",843,54,KAR,"Karolina Kaos","SVF @ KAR"
811,58,859,63,WDY,"Woodlynne Rats",849,30,PRO,"Providence Sea Bass","WDY @ PRO"
812,58,850,19,RIC,"Richfield Oracles",851,66,ROC,"Rockford Villains","RIC @ ROC"
